old,job-title,salary,state,experience,education,gender
4,IHSS Social Worker,"58,240",California,6,0,2
2,Brand Marketing Manager,"85,850",California,5,1,2
3,Senior policy analyst,"118,000",,5,2,2
3,PHP Developer and Team Lead,"48,000",,3,2,2
4,Associate Professor,"85,000",Massachusetts,4,3,2
4,Senior Structural Engineer,"55,000",,5,2,1
4,Senior Institutional Research Analyst,"82,000",California,3,2,1
3,Director of Audience Engagement ,"80,000",California,4,2,2
3,Assistant Account Executive ,"40,000",California,3,1,1
5,Associate Project Manager,"77,924",,6,3,1
4,Data science manager,"840,000",,4,3,2
3,Social Services Specialist ,"60,000",Oregon,4,2,2
4,Director of Operations ,"80,000",,5,1,1
5,Director,"125,000",Washington,6,2,2
4,Director,"190,000",Massachusetts,5,3,2
3,Software Engineer,"75,000",,4,2,2
5,Senior business analyst ,"130,000",,7,0,2
6,Senior programmer analyst,"77,000",New Hampshire,7,0,1
4,Frontend Engineer,"150,000",California,5,2,2
4,HR Manager,"64,000",,3,2,2
5,Ex,"55,000",Michigan,5,0,2
3,Developer,"700,000",,3,2,2
3,Graphic Designer,"67,000",,4,0,2
5,Translator ,"8,000",,6,0,2
3,Social Media Manager,"50,000",Texas,2,2,2
3,Chemist,"58,535",Washington,2,1,2
5,Web developer ,"80,000",,7,0,2
3,Customer Support Specialist,"60,000",Washington,1,1,1
5,Staff Software Engineer,"185,000",Washington,6,2,1
2,Applied Data Scientist,"75,000",New Jersey,1,1,2
6,Teacher ,"105,000",,7,1,2
3,Program Admin ,"45,000",Washington,4,2,2
4,Admissions & Financial Aid Counselor,"60,000",California,5,1,2
3,Principal Engineer ,"57,500",,3,2,1
4,Lead performance analyst,"45,000",,5,1,2
4,Metadata Specialist,"24,461",,5,2,2
3,Senior Transportation Engineer,"82,000",Washington,3,2,1
3,Senior technician,"24,500",,4,2,1
5,Dispatcher,"75,779",Oregon,6,2,2
4,Senior Research Associate ,"104,000",,5,1,2
4,Technical operations Manager ,"130,000",,4,0,1
5,Senior Taxonomist,"110,000",Washington,6,2,2
4,Records manager,"660,000",,5,1,2
4,Academic advisor,"47,000",Texas,4,2,2
3,IT Helpdesk Assistant,"23,000",,3,1,2
4,Process Manager,"72,000",,5,1,2
3,Senior Systems Specialist,"38,000",,5,0,2
5,Nurse Specialist in Occupational Health,"42,000",,6,3,2
4,Associate Professor,"88,750",Washington,5,3,2
4,Developer / KanBan Master,"620,000",,5,2,1
4,Admin Assistant,"55,000",,5,1,2
4,Test Automation Engineer,"61,100",,5,2,2
3,Development scientist ,"556,200",,2,3,2
4,Event Operations Manager ,"47,000",,5,1,2
4,Sales manager,"80,000",California,5,1,2
3,IT Project Manager,"42,000",,3,2,2
3,QMS Manager,"123,000",,5,1,2
4,Airport Security Officer,"40,000",Hawaii,2,1,2
4,Recreation & Community Services Supervisor (aka Leslie Knope),"73,000",California,6,1,2
3,HR Adviser,"30,046",,4,2,2
3,Software Engineer,"875,000",California,3,1,1
5,Controller,"105,000",Oregon,5,1,2
5,Office Manager,"26,000",,6,1,2
4,Database administrator ,"66,500",California,5,1,2
3,Junior Software Developer,"32,000",,3,1,2
4,Assistant Registrar for Catalog,"53,000",Maryland,4,2,2
5,Duty Manager,"21,247",,6,1,2
4,Director of Programs,"125,400",District of Columbia,5,2,2
3,Pharmacist,"99,800",,3,1,2
2,Tech consultant ,"86,000",California,2,1,1
3,Factory Quality Specialist,"65,000",Virginia,4,1,2
5,Project Manager,"47,500",,6,1,2
4,Producer,"128,000",California,6,0,2
5,Shift Leader,"21,500",,6,0,2
4,Functional Application Manager,"60,000",,5,2,2
3,Postdoctoral researcher,"40,000",,3,3,2
4,Associate Director of Marketing and Communications,"100,000",California,6,2,0
3,Digital Communications Manager,"78,000",California,5,1,2
3,Creative Strategist ,"43,950",,2,2,2
4,Data mechanic,"29,000",,5,2,2
2,Proposal Specialist,"57,600",California,2,1,1
3,Aerospace Design Engineer,"96,700",Connecticut,4,2,2
3,Finance Assistant,"27,142",,5,2,2
4,Director of Human Resources,"92,000",Iowa,5,2,2
3,Program Manager,"157,000",California,4,2,2
4,Head of Content,"35,000",,5,1,2
5,Accounts Payable Manager,"87,000",Virginia,6,1,2
7,Senior IT Business Analyst ,"75,000",Arizona,7,1,2
4,Associate professor of clinical OT,"104,000",California,4,3,2
6,senior advisor,"550,000",,6,2,2
6,Personal Assistant/Office Manager,"86,000",,6,0,2
4,Senior lecturer ,"48,000",,5,3,2
3,Actuarial Manager,"136,000",,3,1,2
5,Global health consultant,"140,000",District of Columbia,6,2,2
3,Mechanical engineer,"40,100",,2,2,2
4,Professional Services Manager,"50,000",,6,2,2
3,Senior Financial Analyst,"75,000",New Jersey,3,0,2
3,Communication Officer,"90,000",,4,1,2
3,Data Scientist,"25,000",,2,2,1
3,Data Analyst,"276,000",,3,2,2
5,Project Manager,"126,000",,6,1,2
3,Operations Manager,"67,000",Oregon,4,0,Other or prefer not to answer
3,Records Preparation Officer,"21,325",,2,,2
4,Product Manager,"92,000",,5,2,1
4,Department Team Leader,"49,920",New York,6,0,2
4,Marketing Officer,"31,000",,5,,2
4,Senior Software Engineer,"148,000",Washington,6,1,1
3,Executive Officer,"120,000",,4,1,2
3,Team Leader,"30,000",,4,1,2
4,Lead Corporate Counsel,"191,513",California,5,3,2
3,Junior Corporate legal counsel,"41,303",,3,2,2
5,Officemanager,"45,000",,7,1,2
3,Software Support Manager,"40,095",,5,0,2
3,Project engineer,"100,000",Pennsylvania,4,1,1
5,Support Services Officer Level 1,"61,577",,4,0,2
3,"Officer, Policy","33,234",,3,,2
4,Estates Operations Manager,"32,817",,5,3,2
3,Data Engineer,"250,000",California,4,1,2
3,Senior Software Engineer,"65,000",,5,1,2
3,Software Engineer,"39,000",,3,2,2
3,Project Officer - Palliative Care,"65,000",,5,0,0
4,Systems Administrator ,"64,000",Nevada,4,0,2
3,Principal Software Engineer,"60,000",,4,2,0
3,Senior policy advisor,"102,000",,5,0,2
5,Senior Executive Assistant,"86,000",,6,0,2
4,Master Specialist,"1,324,000",,5,2,2
5,Supply Change Business Analyst,"112,818",,5,2,2
3,Senior Software Engineer,"60,000",,3,2,1
3,Systems Administrator,"44,000",North Carolina,5,1,1
3,Software engineer,"53,000",,2,2,2
3,Public safety telecommunicator/911 dispatcher,"38,000",New Jersey,3,1,0
3,Security Analyst,"75,000",,3,2,2
2,School science technician,"27,700",,3,,2
3,STEM Engagement,"60,000",,5,3,2
3,Cloud Consultant,40,,3,2,1
3,K9 handler,"50,000",Illinois,4,0,2
3,Frontend Engineer,"9,600",,3,1,1
4,Export manager,"23,400",,5,2,2
3,Server/Manager,"50,000",New York,4,0,1
3,Senior Researcher,"30,000",,3,2,2
3,Digital communication officer,"35,000",,2,2,2
3,Customer Support Technician,"55,000",,2,1,1
4,Outreach Manager,"80,000",Kansas,5,3,2
3,Assistant Manager,"51,250",,3,2,2
3,Project Management Officer,"36,600",,3,2,2
4,Junior Developer ,"26,500",,3,1,2
3,Lawyer (in house),"84,000",,3,3,2
4,Reader Services Librarian,"30,877",,5,2,1
3,Engagement Manager,"30,000",,3,1,2
3,Library clerk,"37,000",Washington,3,1,0
5,Program manager,"95,000",,6,2,1
3,Technical Writer,"187,200",,5,0,2
5,ESOL Teacher,"167,000",,7,2,2
4,Head of Design,"35,000",,5,3,2
3,Content Editor,"82,000",California,5,1,2
3,Senior Purchasing & Inventory Coordinator,"43,000",,5,1,2
3,Instructional Designer,"40,414",,3,1,2
3,Research Executive,"25,500",,2,2,2
3,care assistant ,"16,251",,4,0,1
3,Editor,"43,000",,4,2,2
3,Associate Editor,"27,000",,4,1,2
3,Special education teacher ,"58,500",California,5,1,2
4,Senior Researcher and Designer,"75,000",,5,2,2
2,Pharmacy Technician ,"31,200",Utah,3,0,2
3,Software Engineer,"32,000",,3,0,1
4,Research Officer,"75,000",,5,2,2
5,HR Manager,"104,917",Kansas,6,2,2
3,Data Analysis Manager,"46,000",,3,3,Other or prefer not to answer
3,Digital Media and Communications Officer,"40,000",,4,2,2
3,Communications Coordinator ,"288,000",,2,1,2
6,Senior Executive Support Officer,"89,000",,7,0,2
5,Public servant,"149,000",,6,2,Other or prefer not to answer
3,Programme Officer,"37,500",,2,2,2
2,Telescope Operator,"19,000",,2,2,1
4,Associate Dept. Chair,"61,000",Michigan,6,2,2
3,Engineering Manager,"97,000",,4,3,1
3,Content Marketing Manager,"39,000",,4,2,2
4,Machine Operator ,"457,000",Washington,5,0,1
6,Regional External Affairs Officer (South East England),"34,000",,7,1,2
3,Senior policy officer,"52,000",,5,1,2
4,Paraplanner ,"40,000",,6,3,2
4,Senior Software Engineer,"440,000",California,4,1,2
4,Web Developer,"38,000",,5,2,2
4,Senior UX Designer,"163,000",Washington,5,1,2
3,Delivery Manager,"25,000",,4,0,2
4,Document Control ,"42,000",,5,0,2
6,Development scientist,"260,000",,7,3,1
3,Senior Communications Manager,"41,000",,3,1,2
3,Resident doctor,"17,400",,2,3,2
4,Programme Welfare and Access Manager,"39,890",,4,1,2
4,Senior Analytical Officer,"39,000",,5,3,2
3,Actuarial developer,"118,000",,3,3,2
4,ESL Teacher,"250,000",,4,3,2
5,EA/Office Manager,"85,000",,6,0,2
3,IT Team Manager,"63,500",,3,2,2
3,Police Dispatcher,"35,000",,5,1,2
3,Operations Administrator,"22,200",,5,1,2
4,Quality Manager,"43,500",,6,1,2
4,Head of Digital Marketing,"67,500",,5,1,2
4,Head of Brand & Content,"51,000",,5,2,1
3,Grocery Stocker,"24,960",Alabama,3,0,2
3,Placements Officer,"34,050",,4,3,2
3,senior network engineer,"274,000",Washington,5,1,2
3,Legal counsel,"103,500",District of Columbia,4,2,2
3,Senior Policy Analyst,"93,900",,2,3,2
3,Country Head of Market Access,"190,000",,4,2,2
4,Principal Public Health Intelligence Analyst,"45,000",,5,2,2
3,Contracts Manager,"60,000",,3,3,2
3,Assistant winemaker,"50,768",,4,2,2
4,Legal Advisor,"47,000",,3,2,2
3,Monitoring & Evaluation Manager,"30,950",,4,2,2
3,Credit Risk MI Analyst,"41,450",,3,0,1
5,Sr Manager of Development,"86,000",Virginia,7,0,2
3,National Management Trainee,"26,700",,2,2,2
4,Application Support Engineer Expert,"47,500",,6,0,2
4,Operation research analyst,"135,000",District of Columbia,5,2,1
3,Content Analyst,"26,000",,2,2,2
3,Strategy Project Manager,"39,800",,4,2,2
4,Laboratory assistant,"32,000",Michigan,5,1,2
4,Creative Director,"108,000",,4,0,2
5,RN,"100,000",Oregon,5,1,2
4,Vice President,"52,000",,5,2,2
2,Litigation Executive,"30,000",,2,2,2
5,Senior Director,"150,000",,6,1,1
4,Continuing Legal Education Program Planner,"59,000",Wisconsin,5,1,2
3,Engineer,"82,000",,4,1,2
3,Research Associate,"40,322",,4,3,0
4,Human Resources Officer,"72,800",,2,0,2
3,Senior Investigator,"56,000",,3,1,2
2,manufacturing chemist,"58,000",Colorado,3,1,2
3,Software developer,"36,600",,2,1,1
3,Project Manager,"40,000",,5,1,2
4,IT Manager,"35,500",,5,1,2
3,Test Analyst,"30,000",,3,1,1
3,Student Funding Administrator,"30,090",,3,1,2
4,Pursuits Specialist,"100,000",,5,1,2
4,Police Office Assistant,"57,533",Nevada,5,1,2
4,Lecturer,"130,000",,5,2,2
6,Administrative Assistant ,"55,000",Michigan,7,1,2
3,Customer Assistant,"40,000",,1,0,2
4,Attorney,"103,000",Georgia,4,3,2
3,HR and Operations Manager,"67,500",,4,1,2
3,Assistant Script Editor,"25,500",,3,1,2
3,Project Manager,"55,000",,4,1,2
3,Deputy Manager,"26,116",,3,1,0
2,Data Analyst,"24,000",New York,2,1,1
4,Collections Manager,"59,000",Tennessee,5,1,2
3,Program Manager,"58,000",,4,2,2
3,Production Coordinator,"33,000",,4,1,2
4,IT Service Manager,"36,027",,5,1,1
3,Media Planner,"55,000",Massachusetts,3,1,2
3,Program manager ,"157,000",New Jersey,4,2,2
4,Communications Specialist,"70,000",,6,1,2
3,Executive Assistant,"100,000",,5,0,2
4,Administrator,"24,000",,5,1,2
3,Geriatrician ,"100,000",,4,3,2
4,Office Manager,"80,000",,5,0,2
4,"Director, Customer Success","125,000",,5,0,2
3,Executive Assistant ,"40,890",,5,0,2
3,software dev,"37,000",,3,2,2
3,Project Engineer,"125,000",Illinois,5,1,2
5,Executive Assistant ,"63,000",,6,0,2
3,Senior Payroll Officer,"35,000",,4,1,2
3,Site Reliability Engineer,"142,000",,5,1,0
4,Executive Assistant ,"37,140",,5,0,2
6,IT technician,"406,800",,5,0,2
3,Customer Service Manager,"25,000",,4,0,2
3,Accounts Trainee,"27,250",,2,1,2
5,Consultant,"91,000",Ohio,7,1,2
3,Library Assistant ,"23,500",,4,1,2
5,Vice President,"72,000",,5,1,1
3,Executive Assistant,"60,200",New York,4,1,2
3,CMS Production Artist,"21,000",,3,1,0
3,Senior Program Manager,"33,143",,3,2,2
3,Associate Scientist,"72,000",Pennsylvania,3,2,2
5,Risk Compliance Officer,"67,000",,6,0,2
6,Teacher,65,California,7,1,2
3,Digital Marketing Manager,"82,000",Missouri,4,0,2
5,Accountant,"96,000",,6,2,2
5,Senior Project Manager,"80,000",,6,2,2
4,Senior Auditor ,"110,000",California,5,1,2
4,Senior Communications Advisor ,"102,000",,5,0,2
3,Executive Officer,"33,689",,3,2,2
4,EA to CEO,"83,000",,6,0,2
5,System Engineer,"115,000",,5,3,1
4,Medical Practice Supervisor,"53,000",Maine,5,1,2
4,Senior consultant,"55,000",,5,2,1
4,Principal Software Engineering Manager,"97,500",,5,1,1
3,investment administrator,"28,000",,4,1,2
3,HR Manager,"37,333",,4,1,2
3,Bid Writer,"41,000",,3,1,2
4,Cash Posting,"37,500",Wisconsin,6,0,2
5,PA to CEO,"30,000",,7,0,2
3,General Manager,"155,000",Virginia,5,1,2
3,Brand and campaigns officer,"74,400",,5,2,2
4,Staff Attorney,"65,500",Massachusetts,5,3,1
4,Assistant Professor,"45,000",West Virginia,5,3,2
4,Of Counsel ,"200,000",Maryland,5,3,2
4,Archivist,"45,000",,5,2,2
3,Senior Editor & Director,"50,000",,5,1,2
4,Supervising producer,"120,000",,5,1,2
4,Executive assistant ,"120,000",Pennsylvania,5,1,2
3,EA,"55,000",,4,2,2
4,Assistant principal ,"103,000",New Jersey,5,1,2
4,Senior Operations Associate,"50,000",Illinois,5,0,2
4,Accountant,"54,000",Ohio,5,1,2
4,Assistant Dean for Undergraduate Admissions and Student Services,"135,000",Michigan,5,2,2
4,Principal Software Engineer,"120,000",,6,2,1
4,Librarian,"51,435",Texas,4,2,2
4,Writer  ,"45,000",New York,5,1,2
3,Teacher elementary ,"51,500",Tennessee,4,2,2
3,Payroll and Data Specialist,"25,941",,4,1,2
4,Technical Document Engineer,"61,000",,5,1,2
3,Data analyst,"60,000",,4,1,1
6,Office Assistant ,"32,000",Indiana,6,1,2
4,Bussiness assistant,"233,160",,4,2,2
4,Research Assistant,"72,800",,4,0,2
5,Software Developer,"81,000",,5,1,1
3,"Senior Manager, External Affairs","40,000",,3,2,2
3,Senior Policy Advisor ,"36,000",,3,2,2
4,Mental Health Counselor,"75,000",New Hampshire,6,2,2
3,Facilities Manager,"32,000",,4,0,2
4,HVAC technican,"56,160","District of Columbia, Maryland, Virginia",6,1,1
4,Archaeologist,"44,850",New Hampshire,5,3,2
3,Pharmacy Technician,"14,400",,4,1,2
3,Lead Engineer,"75,000",Virginia,5,1,1
4,Digital Productions Coordinator ,"55,100",New Hampshire,5,2,2
4,Controller,"74,000",Pennsylvania,5,2,2
5,Executive Assistant,"28,000",,7,1,2
5,Director of Accounting,"65,000",Florida,6,1,2
4,Head of Marketing,"35,000",,5,1,1
4,Associate Director,"54,000",,5,2,2
5,Account Manager,55,New Hampshire,6,1,2
4,Owner,"60,000",Michigan,5,1,1
5,Executive Director,"80,000",New York,5,2,2
6,VP Marketing ,"80,000",Massachusetts,7,1,2
4,Executive Director,"195,000",District of Columbia,5,2,2
3,Samples and Partner Relationship Manager,"54,000",,4,1,2
3,R&D Engineer,"60,000",,3,3,2
4,Treasury Manager,"115,000",Michigan,5,2,Other or prefer not to answer
3,Programme Coordinator ,"66,000",,4,0,2
2,Software Engineer,"134,000",California,2,0,2
3,Attorney Advisor,"152,000",District of Columbia,4,3,2
3,Assistant professor,"170,000",Pennsylvania,5,3,1
4,Consultant,"55,000",,5,2,2
3,Machine Learning Engineer,"2,500,000",,2,1,2
3,Auditor,30,,4,,Other or prefer not to answer
4,Architect ,"295,000",Illinois,5,0,
5,Senior Mechanical Engineer ,"107,000",Missouri,6,1,1
4,Senior Scrum Master,"65,000",,5,2,2
4,VFX Producer - Post Production,"140,000",New York,5,1,Other or prefer not to answer
3,Assistant Project Manager,"32,000",,3,1,2
3,Data scientist,"51,000",,2,2,2
3,Manager,"179,000",New York,3,1,1
3,Program Coordinator ,"54,000",Massachusetts,5,2,2
4,Operations Management Consultant 2,"62,540",Florida,5,1,2
6,Marketing Content Manager,"150,000",California,7,1,2
3,Lead BI Consultant,"110,000",,3,2,1
3,Senior Software Engineer,"47,500",,4,2,1
4,Vice President,"140,000",Utah,5,0,1
3,junior software designer,"39,600",,2,0,2
4,Director of HR and People Operations,"61,600",Florida,5,3,1
4,Financial Analyst,"73,000",Ohio,5,2,2
4,Impact and Performance Manager,"43,000",,4,3,2
3,Senior Policy Advisor,"52,000",,2,1,2
3,Associate Director Analytics,"62,000",,5,1,2
3,Communications Executive,"22,330",,2,1,2
4,Product Design Manager,"250,000",New York,5,1,1
3,Product Manager,"125,000",Texas,4,2,2
4,Policy Specialist ,"130,000",,5,1,2
3,Molecular Scientist,"35,000",,3,2,1
3,Associate Consultant ,"52,500",,3,1,1
3,registered nurse,"53,000",Ohio,3,1,1
4,Software Engineering Manager,"175,000",,5,1,2
3,Development and communications manager,"55,000",Vermont,4,2,2
3,Engineering Manager,"172,000",Massachusetts,5,1,1
5,Senior Tax Analyst,"49,088",West Virginia,6,1,2
3,Scientist,"110,000",,2,3,2
3,Senior data scientist,"82,000",,3,1,2
3,Events Manager,"43,500",Pennsylvania,3,1,2
4,Technical Specialist,"93,000",Texas,5,1,2
3,Customer Service Rep,"20,800",,3,1,2
3,Information Manager,"63,500",,4,3,2
4,Sr. Director of Constituent Engagement   ,"87,000",Massachusetts,5,2,2
3,Director of operations,"118,000",,2,2,2
3,Engagement Manager,"39,400",,5,1,2
3,Endoscopy IT Manager,"24,907",,4,2,2
3,Associate Consultant ,"52,500",,3,1,1
4,Head of Strategic Partnerships,"117,000",Massachusetts,5,1,2
6,Director of Finance / HR,"83,408",Michigan,8,1,2
4,Solutions Control Specialist (Chemist)/Wastewater Pretreatment Facility Chief Operator,"60,000","Massachusetts, Vermont",6,1,2
5,Student Success Center Speciaist-Advisor,"32,000",West Virginia,2,2,2
4,Executive Assistant,"30,150",,6,0,2
3,Junior Software Developer,"40,000",,3,1,0
3,Ecommerce account leader,"98,000",North Carolina,5,1,1
3,Communications Consultant,"115,000",,5,1,2
5,Information Security Manager,"180,000",District of Columbia,7,2,1
4,Executive assistant ,"36,000",,5,1,2
4,Executive assistant,"95,000",New York,5,2,2
5,executive assistant,"87,318",Virginia,6,0,2
3,Project Manager,"90,000",Virginia,3,2,2
4,Engineering Coordinator,"22,500",,5,0,2
4,Head Librarian,"36,400",Maine,5,,2
3,Intervention Specialist,"67,000",Ohio,4,2,2
3,Economist,"56,295",Georgia,5,1,1
2,Analyst,"62,000",,2,1,1
3,Engineer,"83,200",Texas,3,1,1
3,Utilization Management Nurse,"70,000",North Carolina,4,2,2
3,Accounting assistant,"40,000",,3,2,2
5,Professor,"87,000",Hawaii,5,2,1
4,Product Manager,"135,000",North Carolina,5,1,1
3,Software Engineer,"120,000",North Carolina,4,2,2
4,Software developer ,"110,000",,5,1,1
5,"Senior Director, Quality Systems","225,000",Massachusetts,6,0,1
3,Behavioral Health Supervisor,"72,000",Georgia,5,2,2
3,Editorial Assistant,"23,500",,3,2,2
4,Project Manager,"98,800",Michigan,5,1,2
4,Instructor,"84,000",Connecticut,5,3,2
4,Regional Finance Director,"156,000",Virginia,5,2,2
6,Senior Editor,"95,000",New York,8,0,2
3,Product Manager,"55,000",,3,3,2
4,Managing Partner,"75,000",Georgia,6,1,2
4,Administrative Assistant,"38,563",Ohio,5,1,2
4,Construction Safety Rep,"76,000",Massachusetts,5,2,2
3,Manager,"34,000",,3,2,1
3,Strategic programs manager ,"200,000",,5,2,2
3,Director of Content,"120,000",,4,1,2
3,Senior Manager,"78,000",,5,1,2
3,Senior Content Editor,"31,000",,3,2,2
4,Product Manager,"135,000",North Carolina,5,1,1
5,Rabbi,"150,000",Illinois,6,3,2
4,Chief Fiscal Officer,53,Ohio,5,2,1
5,Senior director of content,"140,000",Wyoming,6,1,2
3,CRNA,"156,000",North Carolina,3,2,2
3,Document Review Attorney ,"50,000",North Carolina,2,3,2
7,Field Service Technician,"52,000",Illinois,8,1,1
4,Quality Engineer,"136,000",Massachusetts,5,1,2
3,Assistant Technical Director,"43,000",New Jersey,2,1,2
3,Lead Business Analyst,"117,400",District of Columbia,3,1,1
4,Data Scientist,"105,300",Illinois,5,1,1
5,Chief Financial and Administrative Officer,"175,000",Maryland,6,3,2
4,Sales and Pricing Senior Manager,"82,740",,5,2,2
3,Project manager,"38,000",,3,1,2
4,Executive Assistant,"22,400",,2,1,2
2,Data services associate ,"39,000",Virginia,1,1,2
6,Senior Principle Cyber Software Engineer,"136,000",Ohio,7,2,2
3,Campaign Analyst,"77,000",,5,2,2
4,Vice President,"70,000",,5,1,2
3,Environmental scientist,"59,000",Illinois,2,3,2
3,Library customer advisor,"2,200",,2,0,0
4,Customs broker ,"53,000",,5,1,2
5,Assistant Account Manager,"29,388",,6,1,1
3,Admin. Assistant,"35,000",Maryland,3,1,2
3,IT consultant,"25,788",,3,2,2
4,Data Coordinator,"76,200",New York,5,2,2
4,High school science teacher,"38,000",Iowa,5,1,2
4,Playwright ,"50,000",,5,3,2
4,developer ,"150,000",,5,0,1
3,Web developer,"140,000",,5,0,1
4,Freelance fashion designer,"62,400",Ohio,5,1,2
4,Tax Office Admin,"45,700",Texas,6,1,2
4,Lead Developer,"155,000",,6,1,1
4,Director of Strategic Research,"135,000",,2,3,2
3,Group Manager,"88,000",South Carolina,4,1,1
4,product development manager,"87,500",,5,3,1
5,Contractor,"75,140",,6,0,1
3,Research Scientist,"105,000",,4,3,2
3,Senior Project Manager,"130,000",Massachusetts,5,1,2
2,Software Consultant,"80,000",Virginia,2,1,1
3,Sales Coordinator,"6,000,000",,3,2,2
3,Development Officer,"22,400",,2,1,2
3,Senior Product Designer,"120,000",Massachusetts,3,1,2
4,Senior underwriting associate,"40,100",South Dakota,5,1,2
3,Coordinator of undergraduate research and information literacy,"52,500",Mississippi,4,2,2
3,childminder,"19,000",,3,1,2
4,Associate General Counsel,"92,000",North Carolina,4,3,2
4,Executive Assistant,"51,500",,6,0,2
3,Software engineer,"50,000",,4,2,2
6,Executive Assistant,"58,000",Missouri,7,1,2
3,Sr Strategist,"82,000",California,3,1,2
3,Senior analyst,"62,000",New Jersey,3,1,2
4,Senior Software Engineer,"155,000",Indiana,5,0,0
4,Clinical social worker,"62,400",Illinois,5,,2
4,Director of Enginneering,"186,000",Colorado,4,1,1
4,Agile Coach,"50,000",,5,1,2
3,Senior Student Recruitment Officer,"101,000",,3,1,2
3,Online Middle School Reading Intervention,"44,200",Alabama,4,1,0
4,"Assistant Professor, NTT","73,000",Minnesota,5,3,2
3,Curriculum Manager & Camp Director,"30,160",Florida,3,1,2
3,Product Owner E-Commerce,"60,000",,3,1,2
4,Research Instructor ,"64,000",Tennessee,4,3,1
4,Vice President Accounting,"135,000",Georgia,5,1,2
4,Product Specialist and Developer,"130,000",Kentucky,3,3,2
5,Senior Software Engineer,"80,000",,5,3,1
3,Civil Servant (U.K.),"33,000",,2,1,2
3,High School Librarian,"60,000",,4,2,2
3,Health Information Management Supervisor,"51,000",Minnesota,4,1,2
3,Senior Quality Control Analyst,"64,200",Colorado,3,1,2
4,Sales,"120,000",New York,4,0,1
3,Financial Planning Manager,"136,000",New York,5,2,2
3,Customer Education,"130,000",Texas,2,3,1
3,Head of Product,"130,000",,4,1,2
3,Business Analyst ,"85,000",,3,2,2
3,Communications Team Lead,"102,000",,4,1,1
5,Senior Information Developer,"85,000",Minnesota,6,1,2
3,Data analyst,"51,000",Indiana,2,2,1
3,Engine Performance Engineer (Tech Lead),"120,000",Illinois,4,2,1
4,Curriculum Development Specialist,"68,680",Indiana,5,3,2
5,Inventory Control Manager,"67,500",Florida,6,1,2
3,Dialysis float RN,"83,000",Virginia,3,1,2
3,Strategist ,"45,000",Indiana,3,1,2
4,Vice President,"136,000",,5,2,2
5,Sr Marketing Mgr,"140,000",New York,6,2,2
3,Program Coordinator ,"51,000",Wisconsin,4,2,2
3,Software Engineer,"107,000",,3,2,2
3,Environmental Specialist,"75,000",,3,2,2
5,Application Consultant ,"65,000",Michigan,6,1,2
3,Deputy Attorney General,"57,324",Indiana,3,3,2
1,Doctor,"220,000",Utah,2,3,0
4,Budget Analyst,"95,000",Massachusetts,5,2,1
3,Test engineer,"45,000",Texas,3,1,1
3,Systems Engineer,"84,000",Massachusetts,3,1,1
3,Director of Digital Marketing,"107,000",Georgia,5,1,2
3,Engine Performance Engineer (Tech Lead),"120,000",Illinois,4,2,1
4,Country Director,"97,000",,5,2,2
4,research scientist,"113,000",Minnesota,3,3,2
3,Lead Chemist,"113,000",Illinois,3,3,1
4,Technical Lead,"168,000",New York,5,1,1
4,Account Manager,"58,000",Connecticut,4,0,2
4,Teacher and school administrator,"138,000",New York,5,3,2
4,Secretary / Scheduler ,"37,000",Georgia,5,1,2
7,Media coordinator ,"72,000",,7,1,1
5,Work Study Student,"31,200",Michigan,6,1,2
4,Sr. Product Manager,"140,000",Massachusetts,4,3,2
5,DevOps Lead,"120,000",,6,2,1
3,Director of Donor Engagement,"42,900",Mississippi,4,2,2
3,Program Auditor,"80,000",New Hampshire,3,2,2
4,Credentialing Coordinator,"35,000",Pennsylvania,6,1,2
4,Inside Sales,"44,000",Minnesota,5,1,2
3,"Senior Associate, Payroll","68,900",Massachusetts,4,1,2
3,QC Chemist,"72,000",Indiana,5,1,2
4,Financial planner,"90,000",Ohio,5,1,2
3,Editorial Assistant,"24,000",,4,1,2
4,Engineering Manager,"120,000",Pennsylvania,5,3,1
5,Senior expert,"400,000",New Jersey,6,2,2
4,Senior Product Manager,"120,000",Wisconsin,5,2,2
5,IT Risk,"148,000",Colorado,6,1,2
4,Senior Intelligence Officer,"40,000",,5,1,2
3,Process engineer,"112,000",Texas,5,1,1
4,Product Owner,"75,000",,4,1,1
3,Statistician,"49,250",,2,2,2
3,Circulation Supervisor,"18,000",New York,4,2,2
5,IT Project Manager,"95,000",Michigan,6,1,1
2,Audit associate,"30,000",,2,1,2
3,sr. info security consultant,"96,000",,3,2,1
3,Assistant Professor,"75,000",Ohio,3,3,2
6,Social/Clinical Research Coordinator,"44,000",North Carolina,6,2,2
3,Membership Manager,"68,000",Virginia,3,1,2
3,"Director, Medical Group Administration ","134,000",Pennsylvania,4,2,2
3,Automation Engineer,"102,500",Massachusetts,4,1,2
5,Administrative Supervisor,"76,962",Alaska,6,0,2
3,"Manager, Information Security","189,000",Michigan,5,1,2
3,senior user researcher,"60,000",,3,1,1
6,Administrative Assistant,"35,000",Pennsylvania,6,0,2
3,Senior Quality Engineer,"110,000",Massachusetts,3,1,2
3,Account Executive,"55,000",,2,1,1
5,Librarian,"40,000",,6,2,2
3,Lead Information Analyst,"31,000",,4,2,2
2,Consultant- Data Analytics ,"56,000",,2,0,2
3,Americorps Member,"15,400",Massachusetts,3,2,2
3,Finance Manager,"60,000",Vermont,4,1,2
